Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-06-12,28.36931610107422,28.628091842543252,28.355931735818686,28.596860522294136,147544800
2015-06-15,28.313539505004883,28.384925607523847,28.043610751668208,28.130612510926355,175955600
2015-06-16,28.465242385864258,28.52101284575113,28.190852676329285,28.338085805401363,125976400
2015-06-17,28.3983154296875,28.527701587513736,28.273388457264044,28.49200938252072,131672400
2015-06-18,28.52769660949707,28.62362184027211,28.38046352387658,28.38269481816777,141628800
2015-06-19,28.242158889770508,28.514318990371574,28.197543205269692,28.489779853302345,218867600
2015-06-22,28.467466354370117,28.56785247553917,28.349233282155343,28.440695927801535,136157200
2015-06-23,28.33807945251465,28.46746729892082,28.304616843688365,28.4384672789935,121075600
2015-06-24,28.579015731811523,28.956024600203072,28.358165178471953,28.378241727875807,221123600
2015-06-25,28.44293975830078,28.82217827428625,28.44293975830078,28.746331251881028,127752400
2015-06-26,28.275619506835938,28.552240475555756,28.222080348820942,28.480854364209378,176267200
2015-06-29,27.780378341674805,28.21315761039988,27.769225272035214,27.987844499138156,196645600
2015-06-30,27.981149673461914,28.135076656967197,27.85399311812508,28.012380988668923,177482800
2015-07-01,28.242158889770508,28.318007595797013,28.106078839469976,28.309084118500998,120955200
2015-07-02,28.206464767456055,28.26223522028511,28.05699866037003,28.20423347278873,108844000
2015-07-06,28.108306884765625,28.159616447791148,27.851762473596157,27.87184072068582,112241600
2015-07-07,28.03915023803711,28.141767655400127,27.61083191524409,28.08376591446313,187787200
2015-07-08,27.343143463134766,27.80492284442829,27.33645127966348,27.769230631921587,243046400
2015-07-09,26.785438537597656,27.675534671659292,26.595819299290923,27.628687685864417,314380000
2015-07-10,27.50152587890625,27.628682445367943,27.039746589968615,27.202597063777745,245418000
2015-07-13,28.03246307373047,28.054770915935904,27.73353254184397,27.891920434075615,165762000
2015-07-14,28.021303176879883,28.190845810196578,27.8941466273871,28.117228412601033,127072400
2015-07-15,28.291231155395508,28.364848550968272,28.014610225885033,28.045841538798527,134596800
2015-07-16,28.66823959350586,28.681627360224038,28.40946560226103,28.496467364160317,144889600
2015-07-17,28.915870666503906,28.915870666503906,28.62363396379854,28.795407955419247,184658800
2015-07-20,29.462421417236328,29.663193719656736,29.156796969560496,29.217030021870166,235600800
2015-07-21,29.167951583862305,29.652038784847903,29.072028023261137,29.63642482556907,307025600
2015-07-22,27.934307098388672,27.996769738636274,27.213752036722603,27.213752036722603,461802400
2015-07-23,27.920915603637695,28.35146179283089,27.898606064692277,28.15291915046449,203998000
2015-07-24,27.7736873626709,28.050308350612383,27.639838607343037,27.956614392080805,168649200
2015-07-27,27.38775634765625,27.575145975546818,27.242754515358953,27.459142467333766,177822000
2015-07-28,27.52383041381836,27.64206519121989,27.338673823127042,27.52383041381836,134472400
2015-07-29,27.43683624267578,27.550608462679147,27.2762170384309,27.472530155609952,148046800
2015-07-30,27.298521041870117,27.343136721998896,27.15128623388277,27.287366270848374,134513200
2015-07-31,27.059823989868164,27.358752795623563,26.972822220910746,27.349829319066504,171540000
2015-08-03,26.421810150146484,27.34313741374917,26.216573591216193,27.104439944865323,279904000
2015-08-04,25.574100494384766,26.256730339924655,25.26401689121604,26.194267700722214,496554400
2015-08-05,25.74364471435547,26.19873187286403,25.00747396047822,25.197093184361943,397250400
2015-08-06,25.799665451049805,26.10667156042228,25.57333416463095,25.98790328524178,211612000
2015-08-07,25.88706398010254,26.05065161995523,25.658491272988158,25.67641901345925,154681600
2015-08-10,26.828248977661133,26.888752962705077,26.11339616388924,26.11339616388924,219806400
2015-08-11,25.432151794433594,26.48314180457779,25.396298032277432,26.400227308211978,388331200
2015-08-12,25.824317932128906,25.864654492306865,24.567163801213194,25.217029844221,404870000
2015-08-13,25.80414581298828,26.084260288357925,25.667449812233247,26.00358718267682,194143200
2015-08-14,25.98566246032715,26.0640941805923,25.548684511933267,25.618152362784787,171718000
2015-08-17,26.254575729370117,26.364380147426203,25.882582809469096,26.00359249270135,163538800
2015-08-18,26.106674194335938,26.317320867981202,25.99686977729429,26.09098784904427,138242800
2015-08-19,25.772777557373047,26.111154670795237,25.69882691284368,26.017036601221516,193146000
2015-08-20,25.243919372558594,25.62487441307107,25.015344980504512,25.564370432635133,274006400
2015-08-21,23.69993019104004,25.075852599969778,23.675279976084997,24.746437645282736,513102000
2015-08-24,23.108327865600586,24.381168302303,20.616428500878023,21.259572048945763,648825200
2015-08-25,23.247264862060547,24.898820765395907,23.19348335039418,24.898820765395907,414406400
2015-08-26,24.58060646057129,24.625424093615674,23.540821644856987,23.997966972895647,387098400
2015-08-27,25.30442237854004,25.376131620216796,24.654556414147635,25.14980034129892,338464400
2015-08-28,25.38733673095703,25.39181781054846,24.995176443904853,25.136353531757695,212657600
2015-08-31,25.268571853637695,25.66521327354461,25.098261741679234,25.104984216810696,224917200
